Crop,Latitude,Longitude,Season,Year
Rice,9.244531600716659,77.99877474340651,Whole Year,2016
Cotton,12.404952733194751,79.17290998324201,Rabi,2005
Maize,9.911413277070677,79.99327282888294,Whole Year,2015
Maize,11.531303902360264,77.39929490745224,Kharif,2017
Rice,8.75170774921792,77.93697251315005,Whole Year,2000
Cotton,10.899066630844374,77.66615175743776,Rabi,2010
Rice,11.704387540103149,78.66076634855987,Kharif,2004
Maize,8.16530688307513,81.0644264058252,Whole Year,2024
Maize,9.687776378903278,81.48457218081846,Kharif,2003
Maize,8.27951293041862,79.13240740601798,Kharif,2004
Maize,11.726871899215203,79.06063485447562,Whole Year,2016
Cotton,12.596632603597495,77.86259218311858,Kharif,2001
Maize,11.28967258129035,78.08341325410588,Kharif,2019
Groundnut,9.84524221548382,78.58446895613466,Rabi,2003
Maize,12.74015304638884,78.66207201780195,Rabi,2000
Rice,13.294997401746766,80.35782551566554,Whole Year,2015
Maize,9.237150935399837,80.92585017879404,Whole Year,2009
Cotton,10.66118991912499,77.48571996107299,Kharif,2013
Maize,10.175494236882068,77.17125540867048,Whole Year,2014
Groundnut,12.177906154789286,78.49362465902267,Kharif,2007
Cotton,8.271119435219402,80.41326156509476,Whole Year,2019
Rice,9.157949444802378,79.78848826637018,Kharif,2018
Cotton,10.007294753938675,78.65067013569077,Whole Year,2015
Rice,11.547150181052148,77.98603663831821,Rabi,2005
Cotton,13.10720691056799,77.56513313882171,Kharif,2002
Maize,8.951044807196306,77.93246517513167,Kharif,2000
Groundnut,13.151198730768607,77.65922082277321,Kharif,2013
Cotton,8.448973396843456,77.84930095178423,Rabi,2011
Groundnut,8.534558338185498,77.5432689792227,Whole Year,2011
Maize,12.833951751863742,78.71398268047314,Rabi,2006
Maize,12.995089651574796,81.05549653215274,Kharif,2024
Rice,11.859775576546166,81.3939921502236,Whole Year,2007
Rice,11.35191591696635,80.74625661846152,Rabi,2020
Groundnut,9.110722915503777,79.55110036615736,Rabi,2022
Cotton,12.282221951694929,78.29800644292557,Whole Year,2006
Maize,10.724678085581626,78.96847070305519,Whole Year,2012
Groundnut,11.62774234090533,77.65064469531477,Whole Year,2020
Cotton,12.838902090358285,80.3543223361294,Whole Year,2000
Groundnut,10.351231397625025,78.42276034869798,Kharif,2023
Groundnut,11.821850255642339,78.91962583393602,Kharif,2024
Rice,11.628682136126791,79.64237227293734,Kharif,2004
Cotton,13.155651641062542,78.7744778167308,Whole Year,2010
Maize,10.443947020527506,80.05885374213163,Rabi,2004
Groundnut,9.60030013462877,79.08724352518587,Kharif,2005
Cotton,11.360350703228356,80.07126665886408,Kharif,2020
Rice,9.802143205691562,81.40416331866969,Kharif,2001
Maize,12.678884986439192,81.22769102504296,Rabi,2003
Maize,9.24553054772202,81.06993326259006,Rabi,2012
Maize,10.117595124685089,77.98374919783858,Whole Year,2013
Cotton,12.029795962915454,79.43368597053036,Kharif,2014
Cotton,8.723718986839991,80.82733532663735,Whole Year,2009
Cotton,11.879055675084897,77.43080811908287,Rabi,2013
Cotton,8.255588454115378,80.96995137392807,Kharif,2003
Cotton,11.982577325571492,81.27428740884882,Rabi,2017
Groundnut,10.515960375428477,78.57384570016936,Whole Year,2003
Maize,10.83502390545273,78.72542652774796,Whole Year,2017
Cotton,11.623970994273257,77.0397994277839,Rabi,2003
Maize,12.61057100344954,79.38249233514333,Whole Year,2000
Maize,8.515993861569772,79.99060072955385,Kharif,2017
Groundnut,12.501464611203382,79.40761525995853,Kharif,2010
Groundnut,10.135951429963086,79.87884830347402,Whole Year,2020
Maize,9.251890294837988,80.13937557729622,Kharif,2024
Groundnut,10.838989510496011,79.41288378029655,Whole Year,2013
Rice,11.142057760872508,80.20221194136792,Kharif,2007
Rice,9.558700062190995,78.53850516776275,Rabi,2016
Cotton,12.87962218520875,77.56817969504046,Kharif,2018
Maize,12.008671888342427,77.14397237674692,Whole Year,2005
Cotton,12.675252151490147,78.89118630579044,Kharif,2014
Maize,11.635285736926921,77.45161756183347,Whole Year,2006
Rice,12.746846720161464,77.51443491727215,Rabi,2021
Cotton,11.576360971057888,80.64170145589627,Whole Year,2024
Groundnut,13.157488689190462,80.91355710939408,Whole Year,2005
Cotton,8.543604524240159,77.28455803279486,Rabi,2006
Cotton,11.61298050638295,78.43939119211706,Rabi,2001
Rice,8.416489404321513,81.45477380575882,Kharif,2010
Groundnut,10.00587547711136,78.58937261117168,Whole Year,2005
Cotton,13.326783928469332,79.53983161834789,Kharif,2015
Cotton,8.967182438510548,80.13638738493188,Kharif,2008
Rice,12.858616018622616,79.30096963900787,Kharif,2003
Cotton,12.161562217311165,78.84953300730552,Kharif,2001
Groundnut,10.153771617965075,79.7541581373148,Whole Year,2015
Rice,8.454540296343964,81.08063490099246,Rabi,2005
Maize,11.360828292079532,81.2528150807121,Whole Year,2019
Groundnut,11.312287220621418,80.48451915310862,Whole Year,2022
Rice,9.599106837596715,79.40529148066507,Rabi,2011
Groundnut,13.347022627530603,80.98604886818451,Whole Year,2013
Rice,11.044786149951511,78.81459424013742,Rabi,2016
Maize,11.089624896881062,79.1518984282072,Rabi,2009
Groundnut,10.178562988724158,77.45976166093618,Whole Year,2021
Groundnut,11.633353034862706,80.81570273258104,Kharif,2005
Cotton,12.843913344641958,79.37432159722536,Rabi,2016
Groundnut,12.844509668768978,79.83720920355786,Whole Year,2018
Maize,9.089663429258888,78.6796140853915,Rabi,2003
Cotton,9.691789840230067,78.74197187379326,Kharif,2020
Cotton,8.455515276261867,81.43211357446499,Whole Year,2023
Maize,9.08412477615748,77.19406993418592,Rabi,2002
Maize,8.52842308857563,77.65575840148577,Whole Year,2014
Rice,9.844383130425392,77.90115983265162,Rabi,2023
Groundnut,10.173189040429271,81.11422554772103,Whole Year,2007
Maize,11.162028413964709,80.6676731354194,Whole Year,2008
Rice,12.755043571972166,78.62167271199175,Whole Year,2005
Groundnut,12.846968662955614,79.10405072202465,Whole Year,2016
Groundnut,10.996677099113516,78.98465504396435,Rabi,2017
Cotton,11.204343621591304,77.32685896535236,Kharif,2016
Cotton,8.98225157131284,77.84000899761665,Rabi,2012
Maize,8.042471353346215,77.41434637974999,Kharif,2000
Groundnut,11.56421347679806,81.21160236229389,Whole Year,2014
Rice,12.704917987059542,79.23913483346124,Kharif,2001
Cotton,12.41476075579289,78.88705779989677,Rabi,2023
Groundnut,9.40897840472308,81.41638987354645,Rabi,2021
Rice,9.35585528275321,79.39201609717651,Whole Year,2007
Rice,8.299676764536855,80.51695776413777,Kharif,2017
Rice,12.191888136971292,78.33104677846305,Whole Year,2021
Rice,9.802689503949503,77.65775001015048,Whole Year,2009
Rice,12.602715942271196,80.86572227275909,Whole Year,2002
Maize,9.316907416639573,77.49117333860748,Rabi,2013
Maize,13.028943462607618,81.12182367951588,Kharif,2002
Cotton,13.467564631449054,78.76057199549085,Kharif,2003
Maize,12.760253862705568,80.5566500475554,Kharif,2000
Rice,13.225704488996389,78.27824416920359,Rabi,2009
Cotton,11.824198383744069,77.05135721631564,Rabi,2024
Rice,11.125218388790042,77.0651950532097,Rabi,2010
Groundnut,8.331457339720414,80.20757457888719,Kharif,2015
Rice,12.75962885265794,80.33331926911457,Whole Year,2012
Rice,11.925397499089833,77.47598049581897,Kharif,2017
Rice,9.312502789879623,77.42982586480791,Kharif,2015
Groundnut,13.039215946724916,77.00621172067582,Kharif,2019
Cotton,12.22033132514043,79.08937375030806,Kharif,2008
Maize,12.6333642217019,78.06944468723945,Whole Year,2010
Rice,10.620487971936374,79.18533519734684,Whole Year,2003
Rice,9.528454325848456,77.15289605792505,Rabi,2002
Rice,12.992076281971531,81.22269232135035,Whole Year,2024
Cotton,8.80955121113036,80.12594579552831,Whole Year,2020
Rice,11.449115239974413,77.136117963824,Rabi,2016
Rice,12.229409307229329,80.48130080187073,Whole Year,2008
Groundnut,13.35809018826604,80.06547104842733,Whole Year,2002
Groundnut,11.112311851735539,80.05313459286248,Whole Year,2020
Cotton,9.826787733186624,79.5791420695726,Whole Year,2003
Groundnut,11.514805341345948,77.23178940372941,Whole Year,2022
Cotton,12.136300478491895,80.3816225775369,Whole Year,2022
Rice,10.249363207706226,77.62912173436806,Rabi,2001
Groundnut,11.513636644577042,80.4394376598522,Kharif,2001
Maize,8.55837411639658,81.29030478661444,Whole Year,2012
Rice,8.132634491228785,79.60789202680942,Rabi,2018
Rice,12.479131422917096,79.42045262409542,Kharif,2019
Cotton,9.61000162719268,79.00125771513623,Whole Year,2020
Groundnut,12.001990026983567,80.80147143856456,Rabi,2017
Maize,10.341219548315134,80.28891895260172,Rabi,2023
Groundnut,11.773145510086412,81.45867217581706,Kharif,2004
Cotton,13.377799563132983,78.80626805404593,Kharif,2007
Maize,8.9832720691727,77.148173380449,Rabi,2002
Cotton,12.227263346958155,79.02115225825014,Whole Year,2003
Maize,9.309480802725167,78.43300258846782,Rabi,2003
Maize,10.971473211648544,77.88856824574063,Kharif,2006
Cotton,11.765067639270136,80.91524941778127,Kharif,2018
Rice,12.302432341752738,79.7610483668452,Kharif,2020
Maize,10.004479661890342,80.6638349610217,Kharif,2004
Cotton,11.927558369381332,80.99849819872435,Rabi,2004
Groundnut,10.970274730714058,77.52262927195788,Whole Year,2022
Cotton,10.817303933004258,80.47172444711778,Kharif,2010
Cotton,13.062952313975892,77.3194705850757,Kharif,2021
Groundnut,10.521488557374983,77.24942792697561,Whole Year,2014
Rice,9.34988207553526,79.82386985841144,Rabi,2021
Cotton,10.453810425810943,79.35155316938972,Rabi,2016
Rice,8.664893911814485,81.15390445469403,Rabi,2023
Maize,13.150290308085754,77.9289405479195,Rabi,2010
Rice,11.940932774896563,77.26143775493874,Kharif,2012
Groundnut,9.162649297386105,78.36835181992043,Kharif,2009
Rice,9.69809693793612,77.71285081966742,Kharif,2015
Cotton,13.420528504271235,77.90442265966333,Kharif,2024
Groundnut,8.499277744830648,78.66520627547688,Kharif,2003
Groundnut,10.766579490561476,78.01079363884432,Kharif,2024
Groundnut,8.819804199587132,78.74974324871442,Whole Year,2003
Cotton,11.236130854479883,77.32817059700815,Kharif,2016
Rice,10.933288985844623,81.19107952180657,Rabi,2012
Cotton,8.062487900662308,81.49409671158188,Rabi,2018
Maize,11.003305732074267,81.30000714110754,Kharif,2002
Groundnut,11.924238739032965,79.22814594754827,Rabi,2002
Cotton,9.56934260422193,81.40074283603168,Rabi,2002
Cotton,11.096834544852557,77.58055685477524,Kharif,2000
Maize,10.951994900743236,81.04793002853582,Kharif,2007
Cotton,13.268253096932925,79.79631397291888,Kharif,2009
Rice,10.3502367335132,79.65396929975395,Whole Year,2011
Rice,11.497271381006879,77.28954208800795,Whole Year,2001
Cotton,11.891180468786578,79.98441325088552,Whole Year,2017
Cotton,8.034963980027817,79.79999520311728,Rabi,2012
Maize,8.572412540936815,79.90309242630603,Kharif,2020
Groundnut,10.382283043668453,77.76749084234926,Rabi,2023
Rice,8.915341949596495,77.1762806417648,Kharif,2001
Groundnut,10.245506048611212,80.07788594641352,Kharif,2000
Groundnut,13.30143282107915,78.00506230747048,Kharif,2019
Rice,12.2815369234263,79.06824439363567,Kharif,2001
Rice,10.376764262854174,77.58813863049303,Kharif,2023
Rice,9.409776075893298,80.31177009426672,Rabi,2009
Groundnut,11.560357056318999,77.79024085708578,Kharif,2020
Maize,9.447125679991919,80.90683474406354,Kharif,2022
Cotton,12.210643855227346,78.1824377881661,Rabi,2005
Cotton,8.953004405024341,80.51915520519007,Rabi,2001
Maize,8.963504590767043,79.14628160351418,Kharif,2010
Maize,12.131379358390948,79.48430708844099,Rabi,2010
Maize,11.40945056362708,80.53603627769547,Rabi,2014
Maize,8.499315703183694,79.27729511460862,Whole Year,2019
Groundnut,10.192489195600103,81.300001448441,Rabi,2017
Groundnut,8.951830400709323,78.47853973395453,Rabi,2011
Rice,8.340857046595982,80.98994581426939,Kharif,2010
Groundnut,12.022315084969645,81.25616884523647,Whole Year,2009
Groundnut,11.340242111973378,80.74966707421747,Whole Year,2012
Rice,12.329314580613675,78.72108807797613,Whole Year,2001
Cotton,12.197589895542627,79.17493291054875,Rabi,2004
Maize,9.413937366845957,78.90911910979857,Kharif,2008
Maize,8.705705059319342,81.45837099693352,Whole Year,2018
Rice,13.084547510616886,77.56640032859367,Whole Year,2008
Groundnut,9.639054419562855,77.67918646608501,Whole Year,2021
Rice,12.140915623113287,79.4290938331711,Whole Year,2004
Groundnut,8.773602736068485,79.2107108913692,Kharif,2005
Groundnut,9.145210160938177,77.56474443972846,Rabi,2018
Maize,13.449982886064632,81.23969599339489,Rabi,2012
Groundnut,8.166631283094219,80.76042853114787,Kharif,2011
Cotton,9.169014727453185,77.18458560171244,Rabi,2020
Groundnut,11.027075170300327,78.42697946925618,Whole Year,2009
Rice,12.289608449668373,79.15722655014649,Whole Year,2006
Cotton,12.143327449317999,78.74220933118079,Rabi,2012
Rice,8.55109633083508,77.36636406338494,Whole Year,2016
Cotton,13.340065301262406,80.20031527800478,Kharif,2016
Maize,11.958393668143216,79.14140604734862,Rabi,2018
Cotton,10.95454181232425,79.81628310264358,Whole Year,2014
Groundnut,11.966465413435815,78.81903731521295,Kharif,2011
Groundnut,8.944062646681306,80.16928025631562,Whole Year,2023
Rice,10.760683695684309,80.69811191816993,Kharif,2021
Rice,11.301005204502104,79.6360934002353,Whole Year,2005
Groundnut,9.859112841041386,81.31481085330111,Kharif,2018
Maize,9.745303129192614,77.08562087154596,Rabi,2023
Groundnut,10.486513731168232,79.71407764037588,Kharif,2012
Groundnut,10.689493554187534,78.52626783548294,Whole Year,2008
Groundnut,8.914610191010905,79.8082167855829,Kharif,2014
Cotton,11.231763228169939,81.34787453150884,Whole Year,2003
Maize,10.973781708617741,79.54958563664583,Whole Year,2004
Groundnut,8.865826738278425,81.0744078627381,Whole Year,2008
Cotton,9.873466828702414,79.06560008132732,Whole Year,2015
Rice,11.409007210960633,78.0413430081417,Kharif,2002
Maize,13.443319079778218,80.59350331204791,Whole Year,2022
Cotton,10.374945095735299,77.96091748043212,Rabi,2005
Groundnut,9.24652674594744,78.8000833609183,Rabi,2006
Rice,11.83241626685956,78.4609811726121,Kharif,2005
Rice,11.086123094016234,78.2838805939618,Whole Year,2016
Cotton,10.703270681755352,80.32640510198645,Rabi,2013
Maize,13.483053643025166,78.98620968124965,Whole Year,2013
Groundnut,10.161669689297131,80.5788419571441,Kharif,2015
Groundnut,10.862294500846762,80.29415012357438,Rabi,2023
Cotton,9.269826219350703,77.58801691599344,Rabi,2002
Maize,8.460561512617957,77.80339654862783,Rabi,2013
Cotton,9.011712936064505,80.56922369754032,Kharif,2019
Maize,9.90898225366939,80.76941383528468,Rabi,2013
Groundnut,9.651559908854402,77.23206320182436,Whole Year,2002
Maize,13.12310069409421,80.76211255633069,Kharif,2009
Cotton,13.441116599227763,78.23687064150508,Rabi,2020
Rice,8.307654867931346,78.69600207033464,Rabi,2023
Groundnut,8.715015100992918,79.05202202654716,Whole Year,2006
Maize,11.876036710536102,78.0638748284616,Kharif,2022
Maize,11.352676225650995,79.50492339500721,Kharif,2006
Rice,8.440294666338369,79.83313542359045,Rabi,2023
Rice,12.496758271264834,79.87041061651279,Rabi,2007
Maize,12.389171537532508,79.47337338187948,Whole Year,2001
Maize,8.000763812353185,80.03901305184405,Kharif,2011
Cotton,9.617010485639709,77.43273495443053,Whole Year,2023
Maize,8.518270876207257,81.31343760168572,Kharif,2003
Maize,12.303752897918402,80.8097824318125,Rabi,2014
Rice,13.15964366829403,78.47018369971799,Whole Year,2003
Maize,8.778117496709417,77.08496041026245,Rabi,2010
Maize,10.467994803617739,80.23936805928662,Rabi,2009
Groundnut,13.19510758243021,80.75266382897456,Kharif,2010
Rice,11.11730070377407,78.18078213605921,Rabi,2023
Rice,13.174939130657178,81.18159289047856,Rabi,2014
Rice,12.463591564347189,80.07768608242222,Rabi,2021
Groundnut,11.014270323707079,79.17043614248757,Whole Year,2010
Groundnut,8.854647859493982,77.5189027469378,Whole Year,2020
Groundnut,8.094761336402456,78.55120280435662,Whole Year,2011
Rice,9.89497313933542,81.14893512139281,Whole Year,2008
Cotton,11.212030565478223,81.25701047385883,Whole Year,2011
Groundnut,9.49859939428711,78.34447745006779,Whole Year,2012
Cotton,8.680353106317394,79.55738812647502,Whole Year,2017
Cotton,9.971468242228987,80.6373392540094,Whole Year,2010
Groundnut,9.424763459720342,81.2062098069926,Kharif,2005
Cotton,8.287597416088419,78.44147811342086,Whole Year,2016
Cotton,9.063662171551087,77.6414899660844,Rabi,2012
Rice,12.830562357204244,80.08706343481406,Whole Year,2007
Maize,10.660381663451442,81.16585146930888,Kharif,2008
Groundnut,8.051438144055963,80.82421765092435,Kharif,2020
Maize,8.220827581656254,81.39628257269163,Whole Year,2012
Cotton,12.310198488979509,80.08186161612741,Whole Year,2009
Groundnut,10.89110270662342,79.15842150909552,Rabi,2006
Maize,13.23286667819992,78.49432533908876,Rabi,2021
Groundnut,11.034370119349656,79.26566923352905,Whole Year,2019
Cotton,13.371290186334905,77.94077340262211,Whole Year,2011
Cotton,10.77150254074122,81.15773169469128,Whole Year,2014
Cotton,11.946629470577673,79.52658058878464,Kharif,2013
Cotton,9.620345723147327,77.10590023671197,Whole Year,2002
Rice,9.862310045568217,79.5428205558,Kharif,2021
Groundnut,10.475206575759854,77.23889251331809,Whole Year,2013
Maize,12.899691486096074,77.13503290391094,Rabi,2022
Cotton,10.555101173937437,80.21484018392569,Rabi,2005
Groundnut,9.619485073326917,79.5259112412491,Kharif,2021
Rice,11.414772446910073,80.62930836526492,Rabi,2009
Groundnut,12.791676623283847,80.52700927517405,Kharif,2013
Groundnut,10.4806129117704,78.16921936509026,Rabi,2009
Groundnut,12.141495474758202,81.09425227787985,Whole Year,2024
Maize,8.515408777009004,81.30532700776935,Whole Year,2004
Groundnut,8.306729517264907,81.47158565412806,Kharif,2014
Rice,11.345755338369631,81.24925807477581,Kharif,2015
Rice,10.060447011456944,78.02948467406989,Whole Year,2017
Rice,12.619851511241816,79.54517326555028,Whole Year,2007
Rice,13.371974912092451,79.179816813422,Kharif,2015
Rice,9.805497104493687,77.93497359124478,Rabi,2001
Cotton,12.899745063008407,80.19470618392408,Rabi,2023
Groundnut,10.422646897380869,77.69766724521075,Kharif,2007
Groundnut,10.189000021521387,81.47089316213513,Rabi,2010
Groundnut,8.469982788234265,80.21237067656851,Whole Year,2016
Cotton,12.941981073817281,78.84334799478195,Rabi,2007
Maize,8.713360011901829,78.17977500440749,Kharif,2024
Groundnut,8.804534018191543,80.19759083639616,Rabi,2014
Groundnut,9.695681528590594,79.65211820097623,Rabi,2019
Cotton,9.928149587209568,80.72652907718346,Rabi,2000
Maize,9.36817285790958,81.4098086898036,Kharif,2004
Cotton,8.35916003898394,78.03625849922524,Kharif,2002
Groundnut,10.334032796230687,80.98618932319376,Rabi,2010
Groundnut,9.16697181778718,79.74174087558035,Kharif,2009
Groundnut,10.866186644248954,77.71728027554602,Whole Year,2006
Cotton,12.767122409519079,77.60787306440585,Rabi,2010
Rice,11.593426970869153,77.86213244595622,Rabi,2017
Cotton,11.726577782376413,77.33195840051808,Whole Year,2009
Rice,13.406155154673499,81.02630047693708,Rabi,2002
Rice,12.137277565203963,78.22655227476521,Rabi,2018
Groundnut,9.220658213696158,77.95712137276622,Whole Year,2017
Maize,9.562940670560296,81.10113546191202,Kharif,2011
Maize,8.956865550224098,79.31349889861445,Kharif,2013
Maize,8.297247847648393,78.59941896876099,Rabi,2010
Maize,11.510064151131935,81.29496689177387,Whole Year,2016
Rice,9.520766828039738,77.18721001697875,Kharif,2011
Cotton,12.150325437609634,79.84004623179437,Whole Year,2019
Rice,10.37964960586732,78.25644309664617,Rabi,2023
Groundnut,8.655450111678293,77.39814884143328,Whole Year,2001
Maize,10.992455288919512,80.85490790400914,Whole Year,2016
Rice,9.631212517932855,80.12212415631284,Rabi,2007
Maize,11.530895386136859,77.55873043568799,Whole Year,2013
Groundnut,9.074163971105502,78.47058096313471,Kharif,2018
Groundnut,11.083171158712236,77.5786311119664,Whole Year,2003
Cotton,8.113655509927213,80.18427442599052,Whole Year,2003
Rice,8.31855303750982,79.593662057788,Kharif,2010
Maize,10.75905237312914,79.37253404304164,Whole Year,2016
Rice,11.624270812862838,77.84811222123808,Whole Year,2024
Groundnut,11.524940192473807,80.80048451307914,Whole Year,2004
Maize,13.494924046817452,77.25949450499382,Whole Year,2002
Groundnut,10.035322501482428,77.40595192527202,Whole Year,2022
Groundnut,11.667317166416332,79.74225566717857,Rabi,2001
Cotton,9.074049145117474,77.40265145430247,Whole Year,2013
Maize,8.248377737793438,78.90706035900043,Rabi,2013
Rice,8.571070722175442,77.7044273622425,Rabi,2001
Maize,12.590285959638662,77.91698574600758,Whole Year,2019
Maize,10.120171950599724,80.40079831468088,Whole Year,2010
Rice,10.556361190512966,80.2943950602482,Rabi,2018
Rice,12.703640058550842,77.02290364339017,Whole Year,2019
Groundnut,8.3089827705018,77.44001725870481,Rabi,2013
Rice,11.917050867457522,81.24412830434338,Rabi,2024
Cotton,13.333048916045222,78.28959924497471,Kharif,2007
Cotton,10.487836644651882,78.49645846478049,Kharif,2023
Cotton,8.59121923826788,81.10420398490635,Kharif,2006
Cotton,10.731317208888903,81.05689719296754,Rabi,2004
Cotton,8.736951871621708,79.1965967970077,Whole Year,2016
Groundnut,9.053676060996489,77.71884385165893,Whole Year,2000
Cotton,11.897242878691038,77.02617207790775,Kharif,2021
Maize,11.455835860914052,80.61138152199575,Whole Year,2022
Groundnut,11.502088086447513,78.68398437801345,Kharif,2001
Maize,8.59565542901178,79.21920999524765,Kharif,2010
Rice,10.389902690638902,78.09336649678069,Kharif,2012
Rice,9.632334956971523,79.92731810309212,Kharif,2007
Maize,12.976504343569548,81.41512514560603,Whole Year,2018
Cotton,10.615683524902623,80.72779928504444,Whole Year,2017
Rice,11.567122735462917,78.0016281490594,Kharif,2008
Maize,9.269801047163327,77.5827826740044,Rabi,2003
Cotton,9.536073862797863,78.07851013327638,Kharif,2007
Maize,8.971688583270247,78.45164440084972,Rabi,2022
Cotton,9.848051795439007,80.52301906191515,Kharif,2024
Maize,8.214233179410394,78.26647385949005,Rabi,2016
Maize,10.412168636215348,81.24131271835691,Whole Year,2019
Maize,10.202128508388222,80.97138097942748,Rabi,2007
Rice,12.759206219630261,81.2572386148812,Rabi,2018
Maize,8.163949142030287,79.38881504077915,Whole Year,2011
Rice,10.808134350399673,77.54963970560665,Whole Year,2020
Groundnut,11.691747287127397,77.07920560345013,Whole Year,2016
Groundnut,9.549825362401515,80.2504557503415,Kharif,2003
Cotton,10.936605734040818,79.38024237324463,Kharif,2021
Maize,10.767054434232659,80.33076355958461,Kharif,2006
Cotton,9.573647504109307,79.00764846116122,Kharif,2023
Groundnut,12.880420007968274,77.8599223608265,Kharif,2017
Maize,10.131382660807688,80.00559476903905,Kharif,2021
Groundnut,11.573163686945964,79.48121755065877,Whole Year,2022
Rice,11.258861701943836,77.18116085867354,Kharif,2002
Maize,8.897509096354213,79.16518585857179,Kharif,2005
Groundnut,12.077412503372788,80.96930267376503,Whole Year,2014
Groundnut,10.002023260320039,81.39176695849521,Whole Year,2004
Groundnut,8.654401117414682,80.44588145856653,Rabi,2024
Cotton,9.41446696223154,80.81551015606534,Whole Year,2005
Rice,13.29278126281429,78.50863782580194,Whole Year,2003
Cotton,9.125079348253172,81.41929956030646,Kharif,2006
Maize,9.069341477249768,79.05459887755491,Whole Year,2021
Groundnut,9.757632975290484,80.69947029991977,Rabi,2011
Groundnut,10.062797976419994,78.2129570092774,Whole Year,2006
Cotton,9.79048877518347,78.56170066219192,Kharif,2015
Maize,11.863842213665333,77.33112407587494,Whole Year,2014
Maize,13.486682814205409,78.62427286664297,Whole Year,2007
Rice,10.826626340088731,81.07962408841068,Rabi,2018
Cotton,10.576891476392149,77.22925395513691,Whole Year,2013
Maize,9.911684032093426,77.3517882893218,Kharif,2015
Groundnut,9.588023986277074,81.23186183874866,Rabi,2019
Rice,10.578962237671918,80.15080826929125,Rabi,2005
Cotton,10.142391384186833,78.76962803313793,Kharif,2011
Cotton,13.327836719351794,77.79552451184489,Kharif,2007
Groundnut,12.133415496915402,78.3952308250599,Whole Year,2017
Rice,11.360904550963374,79.64114493642651,Rabi,2008
Groundnut,10.156121883858244,78.36237269398974,Whole Year,2003
Rice,8.527389236989064,78.80429784039734,Kharif,2003
Cotton,12.67529064341203,80.0398723563903,Rabi,2006
Cotton,12.420946455663245,80.6675009472719,Whole Year,2007
Cotton,12.822145535417013,81.15610418318457,Whole Year,2009
Cotton,9.664717547569447,79.80611297989664,Kharif,2020
Groundnut,9.376834920335902,77.12147785741578,Whole Year,2015
Rice,9.473689194648042,77.0524165250869,Rabi,2007
Cotton,10.125806932825519,77.02380580069608,Kharif,2022
Rice,8.096163193010598,81.39290063975733,Kharif,2004
Maize,9.10880954980829,80.49643291606745,Rabi,2022
Cotton,13.105992004872682,77.82183493028309,Rabi,2010
Groundnut,10.430084430991194,80.9465058486419,Kharif,2016
Rice,13.418084042646262,80.03427853494624,Whole Year,2013
Rice,9.321494425390622,77.20567419844377,Rabi,2001
Cotton,10.87592980399373,78.81996191186099,Whole Year,2016
Maize,13.1051668190768,80.71339991164398,Kharif,2014
Maize,11.751787387476668,78.05751876754292,Kharif,2021
Maize,12.139520254232178,80.27532052696498,Rabi,2021
Groundnut,11.732657283328647,78.71198901986905,Whole Year,2011
Maize,12.956272014711729,78.33981682344762,Kharif,2020
Cotton,13.46043252481364,81.45778189340406,Kharif,2011
Groundnut,13.042232581035163,79.91202013323456,Whole Year,2010
Cotton,10.504150178636284,80.9739005867729,Kharif,2024
Cotton,12.278103886249351,80.5489406526245,Kharif,2015
Groundnut,10.004855499378412,80.42455459621353,Kharif,2003
Cotton,10.351977915014116,77.94663917613866,Whole Year,2022
Groundnut,10.424458584540771,80.76412990071513,Whole Year,2011
Cotton,12.473648395963327,80.97611027872253,Rabi,2016
Rice,10.791467133956544,78.52590926219528,Whole Year,2022
Groundnut,9.437492663467774,79.8872738423378,Kharif,2010
Cotton,9.943141069089824,79.80561212089889,Rabi,2005
Groundnut,13.335999879733578,78.09572049626512,Whole Year,2010
Groundnut,8.659373193911744,80.42578229125172,Kharif,2018
Groundnut,13.00470442188768,78.03410411214524,Rabi,2014
Groundnut,10.213082452156975,80.57911648965195,Kharif,2023
Maize,10.341003231479995,78.7955214046015,Rabi,2013
Rice,10.376165759420307,78.48934829723437,Rabi,2003
Cotton,11.898420554561579,80.92436999908121,Rabi,2016
Cotton,9.360334790910192,77.89362711856131,Rabi,2001
Rice,12.601352704987836,79.46428655747897,Rabi,2014
Groundnut,11.722811884125498,80.5877245330261,Rabi,2020
Maize,11.799593475204686,81.47352206896247,Rabi,2014
Groundnut,13.476936298606091,78.5020602821741,Whole Year,2002
Groundnut,12.11104756434917,77.10144946005772,Kharif,2015
Groundnut,10.425505220472992,78.59789063076106,Whole Year,2018
Maize,11.510772032790182,81.0800583035345,Rabi,2021
Cotton,11.373606587044872,79.85523455237806,Kharif,2024
Rice,9.998551186137806,81.09652536088065,Kharif,2002
Maize,13.056471691432984,81.00171414197533,Whole Year,2010
Cotton,8.923119587281938,78.06253840239522,Kharif,2023
Groundnut,13.141104140235395,80.22400828222193,Rabi,2016
Maize,9.670193832864006,78.17280992075898,Whole Year,2012
Cotton,13.150769711335993,79.85684986841788,Whole Year,2000
Rice,9.352804433672054,78.62070141535412,Kharif,2000
Cotton,12.053831414520797,79.63386766998494,Kharif,2018
Cotton,12.963665440680938,80.8009831564688,Rabi,2014
Maize,11.27813367763484,77.78843949619187,Kharif,2013
Rice,8.431344537958218,78.37348597041026,Kharif,2013
Rice,11.640041662894195,78.90692336207978,Kharif,2024
